"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","diff.pct"
1.59940057121649e-53,2.87477590152148,0.253,0.02,3.84016077149079e-49,"9","PRRG4",0.233
2.29754961130719e-95,2.87382327690913,0.364,0.023,5.51641661674856e-91,"9","DTL",0.341
3.78196971184642e-42,2.81913781182688,0.253,0.025,9.08050927814325e-38,"9","TMEM35",0.228
1.64681748233051e-30,2.80991126450643,0.121,0.008,3.95400877507555e-26,"9","KIAA1324",0.113
4.21340657516947e-37,2.79989590063805,0.202,0.018,1.01163891869819e-32,"9","KRT7",0.184
2.66700095427967e-25,2.79980548408966,0.152,0.015,6.40346929122549e-21,"9","ARHGAP20",0.137
1.14493704122981e-82,2.77588058277593,0.414,0.034,2.74899383599278e-78,"9","ZWINT",0.38
9.00913387300533e-56,2.75468921181027,0.192,0.011,2.16309304290858e-51,"9","TCF7",0.181
1.39819277455192e-68,2.74811937958996,0.343,0.028,3.35706085169915e-64,"9","MAP3K7CL",0.315
3.32969842455462e-52,2.72407897174956,0.253,0.02,7.99460591735565e-48,"9","SLC2A12",0.233
1.68874248129177e-305,14.4547462076811,0.162,0,4.05467069758154e-301,"10","FOLH1",0.162
2.51237202142674e-204,13.7068403190716,0.108,0,6.03220522344561e-200,"10","TMEM235",0.108
0,12.6368118608906,0.378,0,0,"10","SPOCK3",0.378
0,12.0257899470283,0.405,0,0,"10","CNDP1",0.405
0,11.2515117819413,0.351,0,0,"10","NKX6-2",0.351
0,11.1416056388363,0.649,0.001,0,"10","MAG",0.648
0,11.1337335396188,0.297,0,0,"10","KLK6",0.297
1.8825707491058e-159,11.0782016198394,0.135,0,4.52005236860302e-155,"10","PPP1R16B",0.135
0,11.0227273176063,0.432,0,0,"10","CNTNAP4",0.432
0,10.9280956355026,0.541,0,0,"10","MOG",0.541
0,10.8360975729307,0.568,0.001,0,"10","CNTN2",0.567
3.61788978064459e-182,10.7046077631145,0.135,0,8.68655336332766e-178,"10","GRM3",0.135
0,10.3947240704115,0.811,0.003,0,"10","CLDN11",0.808
0,10.322471146033,0.703,0.003,0,"10","MOBP",0.7
3.25715849958949e-232,10.3060790404222,0.216,0.001,7.82043755751436e-228,"10","FA2H",0.215
0,10.1890861609612,0.378,0.001,0,"10","CARNS1",0.377
0,10.1541139273898,0.243,0,0,"10","SOX10",0.243
0,10.1116358029346,0.351,0.001,0,"10","PIEZO2",0.35
2.33759769049395e-183,10.101300255497,0.162,0,5.61257205487597e-179,"10","HCN2",0.162
0,10.0358432571671,0.351,0.001,0,"10","HAPLN2",0.35
2.20836647273457e-136,10.0342088524763,0.108,0,5.30228790103571e-132,"10","PLCH2",0.108
0,9.84909475753869,0.459,0.002,0,"10","EDIL3",0.457
9.87245768114687e-294,9.78259035602737,0.243,0.001,2.37037708924336e-289,"10","RP11-339B21.12",0.242
0,9.76884234274451,0.405,0.001,0,"10","PEX5L",0.404
2.83958910759025e-183,9.70068206471648,0.162,0,6.81785344732419e-179,"10","LGI3",0.162
0,9.55487784120015,0.459,0.002,0,"10","MYRF",0.457
2.46086124527421e-228,9.53770396728999,0.243,0.001,5.90852784990338e-224,"10","RP11-597D13.7",0.242
6.58016536507842e-279,9.47084817528091,0.297,0.001,1.57989770415533e-274,"10","HHIP",0.296
0,9.4342850913087,0.676,0.003,0,"10","AATK",0.673
1.93756207464215e-102,9.29554013526719,0.108,0,4.65208654121581e-98,"10","KCNH8",0.108
5.08092297616214e-298,14.191952998834,0.158,0,1.21992960657653e-293,"11","SDPR",0.158
5.08092297616214e-298,13.5216968695362,0.158,0,1.21992960657653e-293,"11","COX7A1",0.158
5.08092297616214e-298,13.4213783251233,0.158,0,1.21992960657653e-293,"11","ADGRF5",0.158
2.32910291051168e-199,13.3852345098046,0.105,0,5.59217608813853e-195,"11","LAMC3",0.105
0,13.335673772464,0.789,0.001,0,"11","DCN",0.788
0,13.0801356944747,0.789,0.001,0,"11","COL3A1",0.788
4.83605580920062e-227,12.5639306502992,0.211,0,1.16113699978907e-222,"11","ISLR",0.211
0,11.8820108665601,0.632,0,0,"11","MYO1B",0.632
2.90788766506631e-67,11.7655066706937,0.105,0,6.98183828382422e-63,"11","ASPN",0.105
8.40124892470792e-224,11.7320804652397,0.158,0,2.01713986682237e-219,"11","HIGD1B",0.158
2.4225932549001e-133,11.2016185486158,0.105,0,5.81664640501514e-129,"11","SEMA3F",0.105
4.93603381668031e-100,10.2242774416612,0.158,0.001,1.18514171938494e-95,"11","ENPEP",0.157
0,10.1700387067219,0.368,0.001,0,"11","COL6A3",0.367
2.57754880212072e-100,10.1603548356894,0.105,0,6.18869467389185e-96,"11","NEFH",0.105
0,10.0713829871767,0.316,0,0,"11","COL15A1",0.316
0,9.972161515691,0.526,0.001,0,"11","NR2F2",0.525
1.55273914444002e-149,9.81282074566675,0.158,0,3.72812668580049e-145,"11","ADGRA2",0.158
1.73094522852307e-80,9.6662885743141,0.105,0,4.1559994936839e-76,"11","ITM2A",0.105
6.4367090014698e-191,9.47548943388607,0.263,0.001,1.5454538312529e-186,"11","CD248",0.262
2.78790548177609e-133,9.27782354886148,0.105,0,6.69376106174438e-129,"11","STRA6",0.105
2.85809909033382e-303,9.26330185803083,0.368,0.001,6.8622959158915e-299,"11","LUM",0.367
2.6806415435226e-128,9.16947531136514,0.158,0,6.43622034599777e-124,"11","PEAR1",0.158
2.80430395465917e-128,9.01702077614785,0.158,0,6.73313379513666e-124,"11","RP1-186E20.2",0.158
1.80539359810512e-80,8.88504011685541,0.105,0,4.33475002905039e-76,"11","FLT1",0.105
3.23056927449809e-67,8.47351545400124,0.105,0,7.7565968280699e-63,"11","VGLL3",0.105
2.26696238598367e-42,8.43096930237511,0.211,0.004,5.44297668874679e-38,"11","FBLN2",0.207
6.60551762558806e-170,8.41660988943067,0.316,0.002,1.58598478190369e-165,"11","CFH",0.314
3.3110108262369e-85,8.39168983598005,0.684,0.022,7.94973699379479e-81,"11","COL1A1",0.662
3.4229112843669e-47,8.10094119276359,0.211,0.003,8.21840999376494e-43,"11","PGF",0.208
3.09347275030176e-60,7.96379430575019,0.158,0.001,7.42742807347451e-56,"11","ICAM2",0.157
